Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
66930,US,"Ripe, almost overripe, with pie-filling flavors of cherries and blackberries that veer past currants into suggestions of raisins. Feels fat, opulent, rich, heavy, and that impression is compounded by lots of toasty, sweet oak. Dramatic, but lacks subtlety and control. May develop in the bottle over the next 4–6 years.",Pisoni Vineyard,89,80.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Patz & Hall
67200,Germany,"Unique and idiosyncratic, this extravagantly priced wine certainly makes a statement. Smoky, mineral and spice scents are layered over tropical fruits that range from mango to lychee. Clean and crisp on the finish, without the same length as Bürklin-Wolf's Deidesheimer Hohenmorgen. Imported by Classical Wines.",Forster Kirchenstück GC Riesling QbA Trocken,88,80.0,Pfalz,,,Riesling,Dr. Bürklin-Wolf
68473,Canada,"Inniskillin continues to push the boundaries of icewine, as evidenced by this wood-aged Vidal. The vanilla and spice of oak barrels partially masks some of the stranger Vidal aromas, allowing the apricot and peach scents to come to the fore. There are some creamy lactic notes on the finish that detract slightly, but this is a very good effort at an entirely different genre.",Oak Aged Ice Wine,89,80.0,Ontario,Niagara Peninsula,,Vidal Blanc,Inniskillin
68678,US,"A nice, rich Cab that shows off its Napa pedigree. It's a little soft and not an ager, but lush in black currant, blackberry tart, cherry pie, chocolate, vanilla, smoky oak and spice flavors that are delicious. The tannins are thick, but so ripe and sweet, you can drink it right now.",,92,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Luna
68690,France,"Easily marries smoky notes from new oak with minerally aromas, then layers on incredibly creamy-textured red cherry-berry fruit, dense and rich. Supple tannins provide focus on the long finish. Drink 2010–2020.",La Sabarotte,92,80.0,Rhône Valley,Cornas,,Syrah,Domaine Courbis
68698,France,"Rather nutty—almonds—on the nose, then broadening out on the palate into apricots and oranges. This is more focused and crisp than many white Hermitages, with a long, modestly tannic finish. It may age well, or it may be trying too hard and best consumed young.",Le Chevalier de Sterimberg,91,80.0,Rhône Valley,Hermitage,,Rhône-style White Blend,Paul Jaboulet Aîné
68839,US,"A big, rich, almost chocolaty Pinot, with some of those darker flavors offset by brighter cherry notes. There's also a slightly herbal, spicy character to the bouquet, which adds a welcome note of complexity. Powerful and long. Drink now–2012.",Heirloom,91,80.0,California,Carneros,Napa-Sonoma,Pinot Noir,Etude
69002,US,"From the get-go this wine has disturbing notes. The aroma is raw, and once in the mouth, the wine turns astringently tannic and harsh. Despite a core of blackberry fruit, it's not likely to improve.",,82,80.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Cornerstone
69018,US,"The flagship of Krug's new Limited Release offerings, IX Clones refers to the nine different clones of Cabernet Sauvignon that comprise this wine. The result is more complexity than in the ""regular"" Limited Release Cab and a firmer, chewier finish that suggests cellaring 4-7 years prior to consumption. It's full and creamy-textured on the palate, with aromas and flavors that hint at smoke, cassis, tobacco, cedar and a multitude of dried spices. Should be great, starting in 2010. Only problem? Just 75 cases were produced.",Limited Release IX Clones,93,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Charles Krug
69125,France,"A spicy, muscular example of Hermitage, this wine features red currant flavors tinged with darker shades of cassis and chocolate. It's slightly creamy in the mouth, turning dry and tannnic on the finish. Drink 2010–2020.",,90,80.0,Rhône Valley,Hermitage,,Syrah,E. Guigal
69436,France,"Made from purchased grapes (Jaboulet finally acquired 1.5 hectares of Côte-Rôtie in 2006), this is a nicely textured, creamy wine that avoids tannic overload or heaviness, allowing the floral, spicy side of the appellation to shine. Drink now–2015.",Les Jumelles,89,80.0,Rhône Valley,Côte Rôtie,,Syrah,Paul Jaboulet Aîné
69586,US,"Raymond returns to form with this 100% Cabernet. It's made in the modern cult style, which emphasizes immediate pleasure at the expense of ageability. With rich cherry, cassis and new oak flavors, the wine is soft enough to open now, and should drink well for the next six years.",Generations,89,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Raymond
69695,US,"This is Terre Rouge's priciest Syrah, a barrel selection of the best lots. It's a big wine. No, make that huge. Godzilla-esque. Just explodes in the mouth with massive flavors of blackberry and black cherry jam, milk chocolate, anise, cedar and pepper. Finishes bone dry, and the tannins are also gigantic, but very finely ground. You need to cellar this puppy. Best after 2010, for about six years.",Ascent,94,80.0,California,Sierra Foothills,Sierra Foothills,Syrah,Terre Rouge
69707,France,"This is rich, but the balance of the wine is excellent, the wood very much underneath the smooth, opulent apricot and pear fruits. There is spice, which adds a fine piquancy to the texture. The finish is vivid, still young, needing at least five years to age.",,94,80.0,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Smith Haut Lafitte
69912,US,"The immediate impression is of extreme youth and mandatory cellaring. Bluntly, this is not an easy wine to like now. It has a peppery edge, and the blackberry fruit is buried under tons of dark, brooding tannins. Best to age until at least 2009, but it should be worth the wait.",Fay,90,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Stag's Leap Wine Cellars
70250,US,"This Cabernet-based Bordeaux blend is very fine, and shows the classic structure of Rutherford. The tannins are rich and dusty, and there's a sour candy taste to the red and black cherries, enriched with smoky oak. With a long, richly spicy finish, it should easily negotiate the next 6–8 years in the cellar.",Estate Bottled Rutherford Red,94,80.0,California,Rutherford,Napa,Bordeaux-style Red Blend,William Harrison
70283,France,"A luxury bottling from the local co-op, this is a blend of wines from mainly Le Méal and L'Hermite. It's a touch light in color—because of the vintage—with a spicy, peppery bouquet and flavors of red fruits and spice. Lacks a bit of richness and depth, but shows good complexity. Drink now–2014.",Gambert de Loche,87,80.0,Rhône Valley,Hermitage,,Syrah,Cave de Tain
70342,New Zealand,"In 2008, the Block 3 tannins are so silky and refined they give a soft, luscious character to the wine that's incredibly appealing. Spice, black cherry and cola notes finish long and complex. Drink now–2015.",Block 3,93,80.0,Central Otago,,,Pinot Noir,Felton Road
70344,US,"Beautifully soft and limpid. So pretty and polished now, with ultrafine tannins framing ripe, dry flavors of black and red cherries, currants, chocolate, herbs and smoky sandalwood. Dramatic and opulent, this 100% Cab was aged in 40% new French oak.",Highlands Estates Raptor Peak,93,80.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Kendall-Jackson
70616,Spain,"Serious, stately Rioja with key aromas of prune, blackberry and leather. Snappy enough on the palate, with plenty of pop as well as pure berry flavors, smooth tannins, zest and dry vanilla. Some might call it a bit acidic and traditional, but with food it'll do great. Drink now through 2016. Only 250 cases made.",El Belisario,91,80.0,Northern Spain,Rioja,,Tempranillo,Agrícola Labastida
71653,Italy,"This is a distinctly uncommon wine with delicate nuances of pressed flowers, violets, leather, spice, nutmeg and licorice that sees no wood. High heat (and a whopping 17% alcohol) does not disturb as much as you'd think, although there is a disjointed spicy, peppery hot sensation on the palate.",Badde Nigolosu,85,80.0,Sicily & Sardinia,Romangia,,Cannonau,Tenute Dettori
71956,Italy,"Montevetrano is an impressive blend of Cabernet Sauvignon (60%), Merlot and Aglianico that shows the enormous potential of red wines from southern Italy. It will age 10 years or more, and it already shows deeply sophisticated flavors of tobacco, dry fruit and spice.",Montevetrano,92,80.0,Southern Italy,Campania,,Red Blend,Montevetrano
72398,US,"A unique blend of Cabernet Sauvignon, Syrah, Mourvedre, Petit Verdot, Cabernet Franc, and Sangiovese with notes of sassafras, cocoa, and dried herbs. It's focused and concentrated with structured, firm tannins crafted to go the distance. Give it some time in the cellar or a long drawn out meal to see it at its best.",Marie's View Wallula Vineyard,92,80.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Den Hoed
72412,US,"100% Cabernet Sauvignon from Wallula Vineyard, this brooding wine screams of the Horse Heaven Hills with notes of dusty earth, black currant, and bittersweet chocolate. It's tightly coiled and largely about structure with its firm tannins supporting concentrated cherry flavors. Needs time to come into its own but has the stuffing to lay down for a decade or more.",Andreas Cabernet Sauvignon Wallula Vineyard,92,80.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Den Hoed
72502,France,"Grapes from 40-year-old vines make up the bulk of this wine, giving it structure, concentration and weight. Densely wrought, its black fruit is still suppressed by wood and fruit tannins. The balance will come, giving an elegant wine in 3–4 years.",,90,80.0,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Grand Tayac
72597,France,"Now owned by Château Haut-Bailly, this wine was produced before the purchase. It is elegant and ripe; its tannins already well integrated, resulting in a full-bodied yet fruity character. Black plum and dark spice notes are lightened with refreshing acidity on the finish. Age for five years and more.",,91,80.0,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château le Pape
72685,US,"The high toned, aromatic reticence of the 2008 vintage is on full display in this unusual blend 37% Cabernet Sauvignon, 33% Syrah, 12% Mourvedre, 6% Petit Verdot, 6% Cabernet Franc, and 6% Sangiovese. The brooding notes of bittersweet chocolate, medicine cabinet, and cherry cola are concentrated however with structured, slightly dry tannins in a wine that calls out for steak if ever there were one.",Marie's View Wallula Vineyards,91,80.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Den Hoed
72885,France,"This is the estate's top cuvée, made primarily from century-old Grenache vines. It's definitely concentrated, boasting punched-up levels of red plum and cherry. It's brash and intense, with peppery, herbal notes above and leathery notes below that add complexity. Give it at least five years in the cellar.",Cuvée Etienne Gonnet,91,80.0,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style Red Blend,Domaine Font de Michelle
73410,US,"This Bordeaux blend is a little too sharp and green. Mainly Cabernet Sauvignon, it has a minty taste alongside the ripe blackberries. Oak brings much-needed richness, but that tartness persists through the finish.",Signature Marinus,86,80.0,California,Carmel Valley,Central Coast,Bordeaux-style Red Blend,Bernardus
73504,Italy,"Produced by the ancient Romans, Falerno may be the world's oldest wine that still enjoys vibrant consumption to this very day. Aglianico (80%) and Piedirosso are blended to produce a richly layered and complex wine, featuring tones of black fruit, mineral and smoked barbecue sauce. It shows aged aromas of cassis and spice.",Camarato,91,80.0,Southern Italy,Falerno del Massico,,Red Blend,Villa Matilde
74062,US,"An astonishing wine, creamy and loaded with lush fruit flavors. The tropical fruits are just the beginning; layer upon layer of marshmallow, whipped cream, brioche, butterscotch, buttered nuts, toast and more keep piling on. With all that richness, it remains a billowy, pillowy Chardonnay, light as a feather, yet deep and dreamy.",Sigrid,95,80.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Bergström
74157,US,"100% Wallula Vineyard Cabernet Sauvignon, this first vintage from Den Hoed was held for almost a full nine years before its release. It shows its age with dried cherries and raisins accented by medicine cabinet notes. The palate is in full bloom with rich, rounded flavors and chalky tannins leading to a cranberry filled finish. For people interested in seeing what aged wine tastes like, they've done the work for you here.",Andreas Cabernet Sauvignon,90,80.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Den Hoed
74424,Portugal,"Gold in color, this is a wood-aged Port. Despite being 26 years old, it is still lively, almost fruity. The wood character does certainly show strongly, but so do the delicious caramel and toffee flavors, which are balanced by an intense acidity. Like all Colheitas, it is ready to drink.",Colheita,94,80.0,Port,,,Port,Niepoort
74970,US,"Plenty of tough mountain tannins in this classically-huge Howell Mountain Cabernet. Combined with dryness and acidity, it makes for one tough drink. Deep down is a solid core of blackberries, complexed with spices and earthy-mineral notes. This is surely one to age. Hold until 2018, and could go well beyond that.",The Pointer,93,80.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Armanino Family Cellars
75054,France,"Very tight and crisp, this is an intensely dry wine with pristine citrus and apple-skin aromas and flavors. A steely, nervy, mineral character lends the wine a distinct ageability. Drink now–2022.",Extra Brut Grande Tradition,90,80.0,Champagne,Champagne,,Champagne Blend,Jeaunaux-Robin
75684,US,"A dated but not outdated blend of Syrah, Cabernet Sauvignon, Mourvedre, Cabernet Franc, and Sangiovese that brings notes of herbs, green beans, and floral notes. It's rich and sweet with plump fruit flavors and dry tannins.",Marie's View Wallula Vineyard,89,80.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Den Hoed
76122,US,"Pure, dense and deep, this captures the pure essence of Red Mountain Cabernet Sauvignon. Berry and cherry flavors surface in equal proportion, with more rock than barrel adding complexity throughout the finish. Excellent depth and structure suggest that this is one to put down for a decade or more.",Lonely Heart,95,80.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Mark Ryan
76411,Italy,"From one of the Valpolicella's best producers, this vineyard-designate Amarone is amazingly soft and velvety, with aromas of softly worn leather, moist chewing tobacco, ripe black cherry and barbecue smoke. It's an elegant but modern rendition, showing power, intensity and impressive length. Best yet, the fruit is young enough to promise more years of graceful aging.",Vigneto Monte Sant'Urbano,94,80.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Speri
76415,US,"This reserve-level Cabernet—made from grapes sourced partly from 35-year-old vines—is lovely in its wealth of detail. A brambly, elegant mouthful of berry and cherry flavors mingles with a note of rose petal. The finish is soaked in graphite, with length, grip and finesse.",The Albatross Reserve,94,80.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Gorman
76423,US,"This pure Syrah—the first reserve Syrah from Gorman—pulls out all the stops. It's a tannic, bold, earthy and powerful wine that's loaded with black fruits. Aged for 20 months in 100% new French oak, it takes the wood in stride, adding Red Mountain minerality to the mix.",Behind the Black Curtain Reserve,94,80.0,Washington,Red Mountain,Columbia Valley,Syrah,Gorman
76429,France,"Perfumed, floral and ageworthy, this combines a taut texture with a toast note, showing great depth of flavor. The line of pure green and white fruit is very apparent. On the finish, bright acidity matches the great fruitiness.",Les Folatières Premier Cru,94,80.0,Burgundy,Puligny-Montrachet,,Chardonnay,Domaine Vincent Girardin
77073,France,"Nervy and textured, this is a wine under tension. It is crisp with acidity, with lots of bright green-fruit and citrus flavors. This is complex and age worthy, bringing out the intense texture from the vineyard.",Perrières Premier Cru,93,80.0,Burgundy,Meursault,,Chardonnay,Domaine Vincent Girardin
77080,US,"Based on Petit Verdot, with the other four Bordeaux varieties blended in, this is ripe and rich in blackberries, mocha and oak. It distinguishes itself from Napa Valley—which is the unavoidable comparison—with a pleasurable earthiness and tartness, reflecting the Santa Ynez's cool climate.",Twenty Six,93,80.0,California,Santa Ynez Valley,Central Coast,Bordeaux-style Red Blend,Proximity
77116,France,"92–94. Barrel sample. The only Grand Cru Classé on the sandy plain of Saint-Emilion, Monbousquet is producing great wines thanks to huge investments by owner Gerard Perse. This Merlot-dominated blend is ripe, spicy, rich and open.",Barrel Sample,93,80.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Monbousquet
77161,Germany,"The biggest difference between Huber's R bottlings and this Alte Reben (old vine) Pinot Noir is the crispness of this wine's acids. It still shows the complexity Huber builds in: an herbal tinge to the cherry fruit, hints of mushroom and coffee, it just comes across as a bit sharper and edgier. Drink now–2015.",Alte Reben Trocken,87,80.0,Baden,,,Spätburgunder,Huber
77236,US,"Vintage seems to have made all the difference in this 100% Cabernet. The 2005 was rich and fat, the 2006 less so. You'll find plenty of acidity framing the juicy blackberry and black currant flavors. It seems to be very finely layered, so your best bet is to cellar it for 6–8 years and see what happens.",Winfield Vineyard,89,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,The Grade
77808,US,"Very dark in color, dense and thick in the mouth, and tight in astringent tannins. Clearly an immature wine not showing well. The blackberry and cherry flavors are impressive, but the wine seems disjointed. Cellaring is a gamble.",,87,80.0,California,Napa Valley,Napa,Meritage,Thirteen Appellations
77995,Spain,"Reticent caramel and walnut aromas come with a peach scent. It feels nice as it glides across the palate, with nervy, salty flavors of dried apricots and nuts. Toffee and peanut are the lead flavors on the classy finish. Only 300 cases were produced.",20 Yr. Baco Imperial Amontillado,92,80.0,Andalucia,Jerez,,Palomino,Bodegas Dios Baco S.L.
78019,Italy,"A blend of Merlot, Cabernet Sauvignon and Cabernet Franc, this shows compelling intensity and lovely layers of black fruit, ripe cherry, leather, tobacco, black pepper and licorice. The complexity is impressive, and so is the palate's persistence and elegance. Hold for 10 years or more.",Giusto di Notri,96,80.0,Tuscany,Toscana,,Red Blend,Tua Rita
78328,Italy,"Extracted and sophisticated, this biodynamic expression of Cabernet Franc opens with compelling aromas of ripe cherry, blackberry, rum cake, toasted nut, chocolate and tobacco. The rich, smooth mouthfeel is velvety and long lasting.",,94,80.0,Tuscany,Toscana,,Cabernet Franc,Duemani
78421,US,"Heavy and sweet, almost sugary in blackberry, currant and chocolate flavors, with a smoky, hot finish. A good wine that will appeal to those who like its candied taste.",,86,80.0,California,Napa Valley,Napa,Red Blend,Bacio Divino
78611,Italy,"This Syrah is chracterized by its huge intensity and clean, ever-evolving bouquet that is comprised of ripe dark-fruit, roasted nut and white peppercorn notes. The palate delivers a long succession of sweet spice and savory tobacco flavors.",Marchesale,94,80.0,Tuscany,Toscana,,Syrah,Terre del Marchesato
78626,Italy,"A concentrated blend of Cabernet Sauvignon, Cabernet Franc and Petit Verdot, this opens with dark spice and chocolate notes, followed by luscious blackberry, prune and plum tones. Smooth and extracted, this offers velvety tannins and generous fruit flavors. It is packed with all kinds of opulent pleasure.",Sapaio,94,80.0,Tuscany,Bolgheri Superiore,,Red Blend,Podere Sapaio
78800,US,"The grapes come from the winery's highest elevation vineyard, in the Happy Canyon area, and the variety is Cabernet Sauvignon, which isn't revealed on the label, for some reason. The wine is big and tannic, with brooding blackberry, currant, smoked meat and oak flavors. Acidity is quite high. Now-2014.",Astral,90,80.0,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Star Lane Vineyard
78895,Canada,"Gorgeously aromatic with notes of freshly pressed apple, wildflower honey and tangerine peel, this is a richly textured, almost creamy, ice wine. Intense flavors of honey and fresh apple ripple on the palate, with striking lemon acidity that lends a squeaky clean finish.",Ice Wine,91,80.0,Ontario,Niagara Peninsula,,Riesling,Inniskillin
79158,US,"Couldn't get any riper, with an explosion of blackberries, cherries, currants, plums, and cola, not to mention plenty of toasty, caramelized oak. Trades complexity and subtlety for sheer power. It's mostly Merlot, with a splash of Syrah, Petit Verdot and Cabernet Franc.",The Puzzle,88,80.0,California,Napa,,Red Blend,Newton
79177,Italy,"Big and bold, this has noticeable alcohol and loads of chocolate, espresso and jammy black-fruit flavors. The overall muscle and brawn of the mouthfeel give balance to the heat and intensity. Pair this with aged cheese or grilled steak.",I Fondatori Riserva,91,80.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Fabiano
79210,US,"This 100% Cabernet Sauvignon has rich, flashy flavors of spice and crème de cassis, and it will reward some time in the cellar. The tannins are strong, but the wine is drinkable now after decanting and especially when paired with steak. It will soften and mellow in 7–8 years, and it should last at least 15 years while gradually losing fruit.",Reserve,93,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Corley
79676,France,"Dry tannins from the old wood give this wine a hard edge at first. Fresh, juicy red fruits offer an enticing character. On the finish, the tannins are tough and will need several years to soften",,87,80.0,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château du Domaine de l'Eglise
79777,France,"Tannins and severe fruit flavors are the initial impressions of this wine. Behind the mineral, austere exterior, there is a richer, fatter core—its ripe red fruits waiting to surface. Keep for at least three years.",,90,80.0,Burgundy,Pommard,,Pinot Noir,Olivier Leflaive
80278,US,"Made using 50% Barbera and 50% Alicante Bouschet, this wine is fragrant and full-bodied, with notes of toasty oak and leather. The blend spent more than a year in new French oak, and it shows, both in terms of taste and structure. Should be an interesting wine over time.",Private Stock,86,80.0,California,Amador County,Sierra Foothills,Red Blend,Fiddletown Cellars
80315,US,"This has been one of Von Strasser's easier, more accessible Cabs, despite its origins on Diamond Mountain, which usually produces notoriously hard tannins. The '08, like the '07, is soft and sweet in blackberry and toasted oak flavors. Drink it over the next six years.",Spaulding Vineyard,89,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
81207,Chile,"This smells horsy, feral and herbal. Dry, rock-hard tannins make it feel rugged in the mouth, and it's already five years old.",,85,80.0,Cachapoal Valley,,,Cabernet Blend,Altaïr
81218,Italy,"Despite its high alcohol, this is surprisingly focused. One might think that the ripe fruit overtones would render a muddled bouquet, but instead the wine remains tight with fresh acidity and flavors of bitter almond and wild berry.",Di Carlo,89,80.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Cantine Lenotti di Lenotti
81238,France,"Firm from the start, the wine then shows both ripe red-berry fruit and a dense structure. There's an herbal edge that will soften in the next 2–3 years, bringing out the richness of Chambolle.",,89,80.0,Burgundy,Chambolle-Musigny,,Pinot Noir,Louis Latour
81508,Israel,"A concentrated and intense wine, with forward notes of mulled cherry and berry fruit. Despite the listed alcohol, it comes off as a bit liquorous, ending dry and tannic with a skin-driven, astringent finish.",A Lasportas Brother's Selection Special Reserve,84,80.0,Judean Hills,,,Red Blend,Hevron Heights Winery
81753,Portugal,"Mining a rich vein of sweet black plum fruits, this is big and powerful while held together with firm tannins, very ripe fruit, a smoky wood character and a ripe, juicy finish. Age for 4–5 years.",Quinta de Cabriz Four C,92,80.0,Dão,,,Portuguese Red,Dão Sul
81759,France,"Not a typical Crozes-Hermitage, Jaboulet's Domaine de Roure is a showcase for what the appellation is capable of. In this vintage, it's a full-bodied yet not overly structured wine, with a huge Syrah nose of meat, pepper, plum and baking spices and lingering espresso and black olives on the finish. Drink now–2020.",Domaine de Roure,92,80.0,Rhône Valley,Crozes-Hermitage,,Syrah,Paul Jaboulet Aîné
82187,France,"Ripe and fruity, but also structured, this has fine acidity with a hint of wood. The main thrust of the wine is its raspberry, plum and damson fruits. The finish has a lively feel.",,88,80.0,Burgundy,Côte de Beaune-Villages,,Pinot Noir,Olivier Leflaive
82266,US,"The winery's top bottling, and this vintage recalls the tremendous 2000. Tastes important right off the bat, although it's also obviously young and unintegrated. New, smoky oak dominates, with themes of ripe, concentrated blackberries and cassis, but the tannins are hard as nails. Wants and needs time. Best well after 2013, and should develop for years beyond.",Signature,94,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Darioush
82274,France,"Taut, tight, steely wine that is immensely concentrated. This is classic mineral-driven Chablis, the crisp citrus fruit and pear flavors integrated into a dominant structure. It needs aging, 5–6 years or more.",Domaine Drouhin-Vaudon Les Clos Grand Cru,94,80.0,Burgundy,Chablis,,Chardonnay,Joseph Drouhin
82335,Portugal,"Certainly rich, but also finely structured, it keeps its exuberant fruit firmly in check with dry tannins, dense texture and a fresh edge of acidity. With this structure, this is a great, rich, meat-friendly wine.",Quinta do Encontro Encontro I,90,80.0,Bairrada,,,Portuguese Red,Dão Sul
82563,France,"Rich and concentrated wine, with apricot and peach fruit as well as a tight mineral character. This is a wine for aging, its rich fruits bolstered by an impressive integration with the toast, smoothing and rounding the whole wine.",Les Clos Grand Cru,93,80.0,Burgundy,Chablis,,Chardonnay,Domaine Christian Moreau Père et Fils
82573,France,"An appropriately rich wine, full, toasty and dense. The fruit is beautifully balanced with ripe acidity, just a touch of spice, citrus and an opulent, full-bodied character. It will certainly age, but is already very drinkable.",,93,80.0,Burgundy,Corton-Charlemagne,,Chardonnay,Maison Jessiaume
82576,France,"A lovely wine that sings crisp Chardonnay, with the added complexity of a taut mineral character and richness from its ripe pear and melon flavors. It will age, its tight acidity needing 2–3 years to soften out.",Vaudésir Grand Cru,93,80.0,Burgundy,Chablis,,Chardonnay,Domaine Christian Moreau Père et Fils
83003,US,"This Cabernet takes its place among Napa's top tier. Bone dry and nobly structured, it shows firm tannins and bracing acidity, framing classic blackberry and currant flavors. Should come into its own after 2015.",Reserve,95,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Snowden
83007,US,"This is dry and brisk in acidity, with firm tannins and great structural integrity. At the same time, it's vast in blackberry and cherry-jam flavors, while the oak overlay is strong but perfectly matched with the wine's volume. Very fine, complex and elegant, this is a Cabernet to cellar for eight years; it could be one for the long haul.",Flat Rock Ranch,95,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Laird
83009,US,"This tastes fresh and juicy, like ripe blackberries picked on a hot summer day. The fruitiness disappears in a swirl of tannins and oak spice, leading to a long, dry finish. Fine, complex and elegant, this should develop over the next 8-10 years.",Signature,94,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Darioush
83048,Italy,"Wine doesn't get much bigger than this. Bold and opulent, with a whopping 17% alcohol, this over-the-top bottling is aged in oak for two years and delivers masculine, chewy aromas of blackberry jam and Indian spice. Pair it with wedges of aged pecorino cheese.",,88,80.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Monteci
83160,US,"Showing an enormous blast of cherries and raspberries, this Pinot is saved from being a fruit bomb by earthy, mushroomy complexities and a hit of acidity that makes the mouth water. It's way too young now, and should easily take 5–7 years in the cellar to come around.",Pisoni Vineyard,92,80.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Patz & Hall
83163,France,"This Valmur is broad, soft, rich, with less mineral character than some Grand Crus. What is does offer is open, accessible white fruits, melon, warm toast and a very fine acidity.",Valmur Grand Cru,92,80.0,Burgundy,Chablis,,Chardonnay,Domaine Christian Moreau Père et Fils
83179,Hungary,"Orange peel, honey and spice notes linger over a bouquet of hyacinth and freesias. So beautifully structured, it's as if each sip unleashes a wave of sweet amber honey that undulates on the palate amidst flashes of golden marmalade and a vibrant citrus acidity.",Aszú 6 Puttonyos - 500 ml,92,80.0,Tokaj,,,Tokaji,Tokaj Classic
83281,US,"An elaborate wine—it's broodingly closed and dry, yet it offers tantalizing glimpses of what it could become. As acidic and tannic as it is, it dazzles with complexity, showing notes of blackberries and cherries, then licorice and cola, then smoked meats, sautéed mushrooms and spices. A great success, it should begin to mellow by 2015.",Confluence Vineyard Estate Grown,94,80.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Goldeneye
83286,US,"Three Corner is a block in the estate vineyard that was planted in 1974. The 2010 is very rich and full bodied,—dramatically so—packed with cherries and pomegranates and savory spices and minerals. The power reflects the vineyard's site in a warmer part of the valley. But the wine never loses sight of elegance, and, like all Rochioli's vineyard-designated Pinot Noirs, it is in need of age. Don't even think of popping the cork before 2016, and the wine should develop for many years afterward.",Three Corner,94,80.0,California,Russian River Valley,Sonoma,Pinot Noir,Rochioli
83303,US,"The richness and quality of this Pinot Noir are instantly striking. It's like a medieval tapestry, intricately woven and velvety, with interlocking flavors of berry, cherry, cola, mushroom, buttered toast and spice. As powerful as it is, it retains a subtlety that's captivating and elusive. Still, the acids and tannins are strong and unresolved. Cellar this for at least six years.",Gowan Creek Vineyard Estate Grown,94,80.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Goldeneye
83478,Italy,"There's a warm, yeasty quality to this bright sparkling blend (with Chardonnay and Pinot Nero) from northern Italy. It is redolent of apricot, toasted almond, freshly baked bread and dried roses. In the mouth, it shows a drying feel and piquant, fresh bubbling.",Gran Cuvée Pas Opere,92,80.0,Lombardy,Franciacorta,,Sparkling Blend,Bellavista
83613,US,"Aloof and resistant, this Pinot is almost rustic. The vineyard is at the coolest “deep end” of Anderson Valley, and the chilly vintage has accentuated the acids and tannins. There's a complex core of flavor, however, suggesting cherries, pomegranates, sautéed wild mushrooms and cured meats. All indications are of ageability; give it 68 years in a proper cellar.",The Narrows Vineyard Estate Grown,93,80.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Goldeneye
84057,US,"Here's one for the cellar, guaranteed. It shows all the classic hallmarks of an ageworthy Napa Cabernet. Dry, tannic and closed, with massively concentrated blackberry and cassis flavors, and a firm grounding of minerals. Very fine and complex, very impressive. Hold for at least six years, and should develop in the bottle for far longer.",India Ink,95,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Kuleto Estate
84334,US,"Gorgeous, opulent, intense, a really impressive Cabernet right out of the bottle. Feels softly tannic and very dry, with enormously complex flavors of blackberries and cassis, cola, violets, minerals, cedar and unnameable tastes from the earth. A wine to savor now and cellar for a decade.",Frog Prince,95,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Kuleto Estate
